70.16314061,66.91833583
81.93670869,73.57269929
64.34103302,81.21273901
64.69846443,86.33936737
70.67170731,96.46499926
70.98908686,92.69468897
72.64535629,97.09973561
76.43855174,82.03306912
87.58439794,99.3552687
81.54435267,93.79917934
62.3983296,97.0331606
74.14851229,94.18969363
65.3246288,87.81426082
62.0504024,95.54552285
62.94415147,79.26227077
68.23792223,82.55577846
57.55515662,93.90618139
73.6757001,81.76573452
74.4403123,74.1160769
76.27301233,98.63391675
63.70447767,77.27486569
66.17496087,91.368579
93.23467925,88.84715122
73.50516984,92.7707341
69.42112936,90.29894351
72.04619255,82.3654789
88.06383807,77.81480996
71.02052127,73.58443178
71.8568926,83.79823918
68.36736606,88.86741021
74.04077127,82.15876129
82.19400474,92.42304564
72.67227733,62.63679858
60.4198603,96.20365596
80.54308996,87.34863364
66.08335202,98.37739377
45.43382051,73.16592779
81.04558578,89.51234428
70.23610482,83.02121238
78.34481853,80.58558557
83.51113497,63.3363819
68.67704901,84.62316224
52.38063199,97.2136953
59.34611085,96.4532213
64.36417966,89.56038833
70.84337444,84.82438794
65.17947344,91.97702944
63.50635562,78.36454266
55.10434125,82.85826503
75.75582817,81.5546408
81.92252057,79.21959274
72.89167019,75.09191924
74.78443098,70.19037945
60.61863036,95.94017534
81.97749953,96.78602815
74.37637482,79.47029495
79.73823262,82.75679953
73.31774572,65.239875
83.06093509,99.38861545
71.37839606,96.69205461
78.48606305,89.03688318
66.7184749,84.57492491
56.62906364,86.82324129
73.74263891,78.25303861
71.8685796,88.73950115
58.74359335,87.95922291
72.1032065,71.21294708
66.827205,89.33155947
64.6061962,85.0918817
83.30724899,72.36143425
78.79795152,84.67055828
65.32258244,88.76730895
90.45726433,85.236987
64.20094809,89.2062311
72.14961347,92.98681867
